text,label
"Analog-mixed-signal (AMS) circuits are highly non-linear and operate on continuous real-world signals, making them far more difficult to model with data-driven AI than digital blocks. To close the gap between structured design data (device dimensions, bias voltages, etc.) and real-world performance, we propose a causal-inference framework that first discovers a directed-acyclic graph (DAG) from SPICE simulation data and then quantifies parameter impact through Average Treatment Effect (ATE) estimation. The approach yields human-interpretable rankings of design knobs and explicit 'what-if' predictions, enabling designers to understand trade-offs in sizing and topology. We evaluate the pipeline on three operational-amplifier families (OTA, telescopic, and folded-cascode) implemented in TSMC 65nm and benchmark it against a baseline neural-network (NN) regressor. Across all circuits the causal model reproduces simulation-based ATEs with an average absolute error of less than 25%, whereas the neural network deviates by more than 80% and frequently predicts the wrong sign. These results demonstrate that causal AI provides both higher accuracy and explainability, paving the way for more efficient, trustworthy AMS design automation.",0
"Secure multi-party computation (MPC) offers a practical foundation for privacy-preserving machine learning at the edge. However, current MPC systems rely heavily on communication and computation-intensive primitives-such as secure comparison for nonlinear inference, which are often impractical on resource-constrained platforms. To enable real-time inference under a resource-constrained platform, we introduce a Trusted Acceleration of Minimal-Interaction MPC framework, TAMI-MPC, for nonlinear evaluation. Specifically, we reduce communication cost by redesigning the core primitives, leaf comparison, and tree merge, reducing the interactive round from log(n) to just 1 per operation. Furthermore, unlike prior work that heavily relies on oblivious transfer (OT), a well-known computational bottleneck, we leverage synchronized seeds inside the TEE to eliminate OT for the vast majority of our designs, along with a correlated-randomness reuse technique that keeps new designs computationally lightweight. To fully realize the potential, we design a specialized accelerator that restructures the dataflow across stages to enable continuous, fine-grained streaming and high parallelism, reducing memory overhead. Our design achieves up to 4.86x speedup on ResNet-50 inference, compared with state-of-the-art CNN frameworks, and achieves up to 7.44x speedup on BERT-base inference, compared with state-of-the-art LLM frameworks.",0
"Property Directed Reachability (PDR) is a powerful algorithm for formal verification of hardware and software systems, but its performance is highly sensitive to parameter configurations. Manual parameter tuning is time-consuming and requires domain expertise, while traditional automated parameter tuning frameworks are not well-suited for time-sensitive verification tasks like PDR. This paper presents a circuit-aware solver configuration framework that employs graph learning for intelligent heuristic selection in PDR-based verification. Our approach combines graph representations with static circuit features to predict optimal PDR solving configurations for specific circuits. We incorporate expert prior knowledge through constraint-based parameter filtering to eliminate invalid and inefficient configurations and reduce 78% search space. Our feature extraction pipeline captures structural, functional, and connectivity characteristics of circuit topology and component patterns. Experimental evaluation on a comprehensive benchmark suite demonstrates significant performance improvements compared to default configurations and commonly-used settings. The system successfully identifies circuit-specific parameter patterns and automatically selects the most suitable solving strategies based on circuit characteristics, making it a practical tool for automated formal verification workflows.",0
"Large language models and autonomous agents are increasingly explored for EDA automation, but many existing integrations still rely on script-level or request-level interactions, which makes it difficult to preserve tool state and support iterative optimization in real production-oriented environments. In this work, we present FluxEDA, a unified and stateful infrastructure substrate for agentic EDA. FluxEDA introduces a managed gateway-based execution interface with structured request and response handling. It also maintains persistent backend instances. Together, these features allow upper-layer agents and programmable clients to interact with heterogeneous EDA tools through preserved runtime state, rather than through isolated shell invocations. We evaluate the framework using two representative commercial backend case studies: automated post-route timing ECO and standard-cell sub-library optimization. The results show that FluxEDA can support multi-step analysis and optimization over real tool contexts, including state reuse, rollback, and coordinated iterative execution. These findings suggest that a stateful and governed infrastructure layer is a practical foundation for agent-assisted EDA automation.",0
"Neuromorphic VLSI systems take inspiration from biology to enable efficient emulation of large-scale spiking neural networks and to explore new computational paradigms. To establish large neuromorphic systems, a sophisticated routing infrastructure is needed to communicate spikes between chips and to/from the host computer. For the BrainScaleS wafer-scale neuromorphic system considered in this work, especially the stimulation with input spikes and the recording of spikes is demanding, requiring high bandwidth and temporal resolution due to the accelerated emulation of neural dynamics 10.000 faster than biological real time. Here, we present a systematic characterization of the BrainScaleS off-wafer communication infrastructure implemented around Kintex7 FPGAs. The communication flow is characterized in terms of throughput, transmission delay, jitter and pulse loss. Further, we analyze the effect of the communication distortions (like pulse loss and jitter) on a neural benchmark model with highly varying spike activity. The presented methods and techniques for communication evaluation are general applicable and provide useful insights for the mapping of network models to the hardware such as the distribution of input spikes across communication channels.",0
"Trustworthy artificial intelligence increasingly relies on probabilistic computation to achieve robustness, interpretability, security and privacy. In practical systems, such workloads interleave deterministic data access with repeated stochastic sampling across models, data paths and system functions, shifting performance bottlenecks from arithmetic units to memory systems that must deliver both data and randomness. Here we present a unified data-access perspective in which deterministic access is treated as a limiting case of stochastic sampling, enabling both modes to be analyzed within a common framework. This view reveals that increasing stochastic demand reduces effective data-access efficiency and can drive systems into entropy-limited operation. Based on this insight, we define memory-level evaluation criteria, including unified operation, distribution programmability, efficiency, robustness to hardware non-idealities and parallel compatibility. Using these criteria, we analyze limitations of conventional architectures and examine emerging probabilistic compute-in-memory approaches that integrate sampling with memory access, outlining pathways toward scalable hardware for trustworthy AI.",0
"AI transport libraries move bytes efficiently, but they commonly assume that buffers are already correctly allocated, placed, shared, registered, and safe under completion and teardown pressure. This paper presents dmaplane, a Linux kernel module that makes this missing layer explicit as buffer orchestration. dmaplane exposes a stable kernel UAPI via /dev/dmaplane and composes ring-based command channels, DMA buffer lifecycle management, dma-buf export for cross-device sharing, a kernel-space RDMA engine, NUMA-aware allocation and verification, credit-based flow control, low-overhead observability, and GPU memory integration via PCIe BAR pinning. We evaluate orchestration sensitivity with measurements of NUMA cross-node penalties at DRAM scale, completion-safe flow control under sustained RDMA load, and GPU BAR mapping tiers versus cudaMemcpy. We also demonstrate end-to-end disaggregated inference by transferring KV-cache chunks between two machines using RDMA WRITE WITH IMMEDIATE and reconstructing tensor views on the receiver. RDMA measurements use Soft-RoCE; we distinguish measured results from provider-independent properties by construction.",0
"Discovering superior circuit topologies requires navigating an exponentially large design space-a challenge traditionally reserved for human experts. Existing AI methods either select from predefined templates or generate novel topologies at a limited scale without rigorous verification, leaving large-scale performance-driven discovery underexplored. We present PowerGenie, a framework for automated discovery of higher-performance reconfigurable power converters at scale. PowerGenie introduces: (1) an automated analytical framework that determines converter functionality and theoretical performance limits without component sizing or SPICE simulation, and (2) an evolutionary finetuning method that co-evolves a generative model with its training distribution through fitness selection and uniqueness verification. Unlike existing methods that suffer from mode collapse and overfitting, our approach achieves higher syntax validity, function validity, novelty rate, and figure-of-merit (FoM). PowerGenie discovers a novel 8-mode reconfigurable converter with 23% higher FoM than the best training topology. SPICE simulations confirm average absolute efficiency gains of 10% across 8 modes and up to 17% at a single mode. Code will be released upon publication.",0
"The migration to post-quantum cryptography is urgent for Internet of Things devices with 10-20 year lifespans, yet no systematic benchmarks exist for the finalised NIST standards on the most constrained 32-bit processor class. This paper presents the first isolated algorithm-level benchmarks of ML-KEM (FIPS 203) and ML-DSA (FIPS 204) on ARM Cortex-M0+, measured on the RP2040 (Raspberry Pi Pico) at 133 MHz with 264 KB SRAM. Using PQClean reference C implementations, we measure all three security levels of ML-KEM (512/768/1024) and ML-DSA (44/65/87) across key generation, encapsulation/signing, and decapsulation/verification. ML-KEM-512 completes a full key exchange in 35.7 ms consuming 2.83 mJ--17x faster and 94% less energy than ECDH P-256 on the same hardware. ML-DSA signing exhibits high latency variance due to rejection sampling (coefficient of variation 66-73%, 99th-percentile up to 1,125 ms for ML-DSA-87). The M0+ incurs only a 1.8-1.9x slowdown relative to published Cortex-M4 results, despite lacking 64-bit multiply, DSP, and SIMD instructions. All code, data, and scripts are released as an open-source benchmark suite for reproducibility.",0
"Electromigration (EM) induced stress evolution is a major reliability challenge in nanometer-scale VLSI interconnects. Accurate EM analysis requires solving stress-governing partial differential equations over large interconnect trees, which is computationally expensive using conventional finite-difference methods. This work proposes two fast EM stress analysis techniques based on rational Krylov subspace reduction. Unlike traditional Krylov methods that expand around zero frequency, rational Krylov methods enable expansion at selected time constants, aligning directly with metrics such as nucleation and steady-state times and producing compact reduced models with minimal accuracy loss. Two complementary frameworks are developed: a frequency-domain extended rational Krylov method, ExtRaKrylovEM, and a time-domain rational Krylov exponential integration method, EiRaKrylovEM. We show that the accuracy of both methods depends strongly on the choice of expansion point, or shift time, and demonstrate that effective shift times are typically close to times of interest such as nucleation or post-void steady state. Based on this observation, a coordinate descent optimization strategy is introduced to automatically determine optimal reduction orders and shift times for both nucleation and post-void phases. Experimental results on synthesized structures and industry-scale power grids show that the proposed methods achieve orders-of-magnitude improvements in efficiency and accuracy over finite-difference solutions. Using only 4 to 6 Krylov orders, the methods achieve sub-0.1 percent error in nucleation time and resistance change predictions while delivering 20 to 500 times speedup. In contrast, standard extended Krylov methods require more than 50 orders and still incur 10 to 20 percent nucleation time error, limiting their practicality for EM-aware optimization and stochastic EM analysis.",0
"While primordial black holes (PBHs) have long been a benchmark target for microlensing searches, the modern landscape of dark matter models suggests other, distinct, formation channels for compact objects made of dark matter. In the large class of self-interacting, dissipative models, dark matter has cooling channels that can enable fragmentation and gravitational collapse of some dark matter into compact objects, including black holes. The resulting populations have mass distributions, bias parameters, and abundance, spatial profile and velocity dispersion within the Milky Way that all differ from those of PBHs. We demonstrate that these population-level differences can leave imprints in the space of microlensing observables, with the differences in how the populations trace the dark matter giving the primary distinguishing lever. We discuss the possible overlap of microlensing signals from dark and baryonic lenses, and the complementarity of microlensing detection or constraints with other gravitational probes of novel populations of dark matter origin.",0
"Particle physics and gravitational waves provide complementary probes of the deep structure of the Universe. Gravitational waves from the mergers of neutron stars and black holes are sensitive to the structure of dense quark matter and to different dark matter scenarios. Measurements of stochastic gravitational waves backgrounds can teach us about possible first order phase transitions in the early Universe, including providing sensitivity to the TeV scale which is of key interest to future particle collider experiments. Gravitational waves measurements will also give new probes of the evolution and expansion of the Universe, complementary to measurements with electromagnetic radiation. This Perspectives article explores the physics synergies between the science opportunities provided by next generation gravitational waves measurements and particle physics experiments. Gravitational waves can also probe deep into the early Universe reaching physics much above possible collider energies if the signals can be detected.",0
"We investigate a class of interacting dark energy (IDE) models arising from density-driven spontaneous symmetry breaking in a conformally coupled scalar-tensor framework. In this construction, the dark matter-scalar interaction is dynamically activated as the cosmological density evolves, and the redshift dependence of the coupling follows a logistic profile whose steepness is determined by the local curvature of the symmetry-breaking potential. Working in the controlled adiabatic tracking regime, we implement the resulting epoch-dependent interaction in a perturbative background close to CDM and confront the model with late-time cosmological data, including Planck 2018 CMB lensing reconstruction, redshift-space distortions, and Pantheon+SH0ES supernova data. We analyze realizations in which the activation index is allowed to vary and compare them with a restricted realization in which it is fixed to the canonical quadratic minimum value, thereby probing the structural role of the activation profile. We find no statistically significant preference for interaction over CDM; current observations constrain the model to a hierarchical regime in which the scalar remains heavier than the Hubble scale at activation and background deformations remain perturbatively small. Allowing the activation index to vary preserves an extended degeneracy direction in parameter space, whereas fixing it removes this freedom and leads to a contraction of the allowed posterior region once geometric and growth data are combined. Our results delineate the viable parameter regime of symmetry-breaking IDE and clarify the structural distinction between microphysically motivated scalar-tensor realizations and phenomenological interacting models.",0
"We present joint measurements of the pre- and post-reconstruction power spectra,  and , together with their cross-power spectrum, , for the Luminous Red Galaxies (LRGs) in the DESI Data Release 1 (DR1). We jointly analyse these observables with an emulator-based full-shape modeling framework, thereby, for the first time, we extract complementary nonlinear information from the galaxy density field before and after reconstruction in real survey data. Specifically, including  and  in addition to  (hereafter ) yields an improvement of approximately - in the  constraint in both CDM and CDM, depending on the redshift bin, relative to the -only analysis with the cosmic microwave background distance priors (hereafter CMB). In CDM, the joint CMB+ analysis can tighten the constraints on  by approximately - across the two LRG redshift bins, compared to the CMB+ combination. Further incorporating the Type Ia supernova dataset and comparing the cosmological constraints in CDM from each individual power-spectrum component with those from the full combination, we find that  consistently provides the tightest constraints. From the joint CMB++DES-Dovekie dataset, we obtain  and  for the \texttt{LRG1} sample, and  and  for \texttt{LRG2}. These results demonstrate that combining pre- and post-reconstruction power spectra with their cross-correlation enables DESI to harvest additional nonlinear information, leading to tighter constraints on cosmological parameters.",0
"We present a joint Bayesian analysis to impose constraints on the generalized -Starobinsky inflationary model using the high-precision cosmological datasets: Planck, CMB lensing from ACT DR6, and Baryon Acoustic Oscillations (BAO) from DESI DR2. For the parameter inference, we introduce an alternative sampling approach. Rather than imposing priors on the cosmological parameters of the inflationary potential , we place priors directly on the primordial physical observables  through using analytical slow-roll consistency relations, our pipeline internally maps these sampled observables to the corresponding -Starobinsky parameters. These values are then passed to a modified version of , which solves the exact inflationary dynamics fully numerically. This pipeline ensures that the final reported posteriors for the observables are computed exactly, completely free from the slow-roll approximation. Applying this methodology, we explore the viability of the -Starobinsky model. We show that, when the full combined dataset is considered, the pure Starobinsky model (i.e., the canonical limit ) faces an apparent discrepancy: it requires a large number of -folds of inflation after horizon crossing () due to the shift in the scalar spectral index, . In contrast, allowing the deformation parameter  as a free parameter yields a clear  preference for  present across all datasets. By favoring a broader inflationary plateau, the -Starobinsky model elegantly reconciles theoretically sound expansion histories with empirical data. Notably, we also show that the addition of ACT DR6 lensing data introduces no significant impact on these primordial constraints, confirming that our robust posteriors are primarily driven by Planck and DESI measurements",0
"We present profile-likelihood constraints on velocity-independent dark matter-proton scattering, including cases in which only a fraction of dark matter has such non-gravitational interactions. Frequentist profile-likelihood techniques provide prior-independent constraints, circumventing prior-volume effects that we show arise in Bayesian constraints on this model. In the limit where the scattering cross section or the fraction of interacting dark matter approaches zero, the other interacting dark matter model parameters become unconstrained, causing the posterior distribution to favor that region of parameter space. Using Planck 2018 cosmic microwave background anisotropy data, we find a clear impact of prior-volume effects on the posteriors used to place constraints on dark matter scattering. Compared to the frequentist analysis, the Bayesian method consistently overestimates the constraints on the cross section. Given the potentially biased upper limits on models subject to prior-volume effects, such as this one, we recommend supplementing Bayesian constraints with frequentist statistics to better assess the impact of priors.",0
"We introduce a minimal two-parameter formulation of the dark energy (DE) density evolution normalized to its present-day value, , in terms of  and the DE equation of state , at a pivot redshift . This provides an alternative framework for assessing the evidence for evolving DE, complementary to the established Chevallier-Polarski-Linder (CPL) parameterization. By parameterizing the DE density directly, the  formulation avoids the approximate degeneracies intrinsic to the  basis -- in particular the weak sensitivity of the expansion history to  -- while reproducing the background evolution of representative quintessence models with equivalent accuracy. Confronting it with the latest baryon acoustic oscillation (BAO) measurements from DESI, a prior on early-universe parameters from Planck cosmic microwave background (CMB) observations, and Type Ia supernovae (SNe) data, we find that the  and  parameters are both tightly constrained and sensitive to distinct subsets of the data. Specifically,  is measured to percent-level precision by BAO and CMB alone, while  is pinned down by the independent matter density constraint that only SNe provide. Including the Pantheon+ SNe sample, we obtain  and , with similar results when using the DESY5 SNe sample. The preference for evolving DE over CDM remains below  across all dataset combinations, comparable to that obtained with CPL. Notably, the proximity of both  and  to their cosmological constant values of  -- precisely at the epoch where the data are most sensitive -- deepens the coincidence previously identified in the CPL framework, reinforcing the case for caution in interpreting the current evidence for dynamical DE.",0
"We show that dynamical dark energy theories can imprint  modifications on the quasi-normal mode (QNM) spectrum characterising black hole ringdown. The time dependence of dynamical dark energy naturally gives rise to cosmological 'hair' around a black hole. Taking the cubic Galileon as a concrete example, which admits the only known stable solution of this kind, we parametrically connect the cosmological and black hole regimes, derive the induced QNM shifts and forecast the resulting dark energy constraints. We find that the dark energy field profile can be constrained with an accuracy of up to  for LVK and  for LISA.",0
"Motivated by theoretical and observational developments of cosmological coupled black holes, we construct an exact analytical solution for a black hole immersed in an anisotropic dark sector background, adopting the framework established by [Cadoni et al., JCAP 03 (2024) 026]. By generalizing a static seed metric to a dynamical FLRW background, we derive a solution where the black hole mass co-evolves with the cosmic expansion. We then obtain the explicit form of the radius-dependent coupling exponent, revealing that the interaction is governed by the dark halo profile. Considering the ubiquity of the dark halos surrounding supermassive black holes, our model provides a potential realization of cosmological coupling, interpreting the mass growth as the dynamical response of the surrounding dark sector fluid to the Hubble flow, distinct from the method of modifying the black hole's internal equation of state.",0
"We investigate the imprint of post-inflationary evolution on primordial cosmological correlators by relaxing the standard assumption of instantaneous reheating. We compute the power spectrum and bispectrum for a conformally coupled and non-minimally coupled () scalar field with cubic self-interaction, across a finite reheating epoch characterized by an effective equation of state , and reheating temperature . We find that for a conformally coupled scalar field, the signatures of reheating, such as the modification to oscillatory features, are strictly confined to the subhorizon regime. On superhorizon scales, the correlators receive negligible corrections at leading order. In sharp contrast, for a non-minimally coupled field, we identify a distinct phenomenology where non-trivial values of  and reheating equation of state , can induce a tachyonic enhancement of the field modes on superhorizon scales. This enhancement modifies both the power spectrum and bispectrum, marking a sharp deviation from the instantaneous transition limit. Our results demonstrate that to the leading order while conformal coupling shields large-scale correlations from the expansion history, non-minimal coupling breaks this degeneracy and opens an observable window into the physics of reheating.",0
"Artificial Intelligence (AI) enables machines to replicate cognitive functions such as learning, reasoning, and decision-making. Advances in deep learning and neural networks have propelled AI into applications like autonomous vehicles, medical diagnostics, and natural language processing, transforming industries while raising ethical and societal concerns.",1
"AI leverages algorithms to analyze large datasets, recognize patterns, and predict outcomes. Its integration in robotics, healthcare, and finance demonstrates both efficiency gains and the need for transparent, unbiased decision-making frameworks.",1
"Machine learning, a subset of AI, allows systems to improve performance without explicit programming. This capability has revolutionized areas including speech recognition, recommendation systems, and intelligent automation.",1
"Natural language processing, an AI discipline, enables machines to understand and generate human language, enhancing communication technologies, virtual assistants, and translation tools.",1
"AI-driven predictive analytics supports data-informed decision-making across business, healthcare, and environmental monitoring, enabling proactive strategies and optimized resource allocation.",1
"Reinforcement learning in AI models teaches agents to make sequential decisions through trial and error, with applications in robotics, game-playing, and autonomous navigation.",1
"The convergence of AI and edge computing allows real-time analytics on devices, enhancing privacy, responsiveness, and operational efficiency in IoT and smart systems.",1
"Explainable AI seeks to make opaque machine learning models interpretable, promoting accountability and trust in high-stakes applications like healthcare and criminal justice.",1
"AI-assisted creativity is emerging in art, music, and design, where generative models augment human innovation while raising questions about authorship and originality.",1
"Ethical AI research emphasizes fairness, transparency, and regulation, aiming to balance technological progress with societal responsibility and human-centered development.",1
"Computer Science explores the design, analysis, and implementation of algorithms and computational systems, impacting software engineering, data processing, and networking technologies.",1
"Advances in programming languages and paradigms enhance code efficiency, maintainability, and adaptability, facilitating the development of complex software systems.",1
"Distributed computing allows multiple processors to work collaboratively, improving performance, scalability, and fault tolerance in cloud services and large-scale simulations.",1
"Cybersecurity, a key domain in computer science, focuses on protecting information systems from unauthorized access, data breaches, and malicious attacks.",1
"Data structures and algorithms form the foundation of computer science, optimizing data organization, search, and processing efficiency.",1
"Human-computer interaction research improves usability and accessibility, ensuring technology aligns with human cognitive capabilities and social contexts.",1
"Quantum computing promises unprecedented computational power by leveraging quantum bits, enabling solutions to problems intractable for classical computers.",1
"Artificial intelligence and machine learning, within computer science, focus on automating pattern recognition, prediction, and decision-making tasks.",1
"Computer graphics and visualization techniques enhance data interpretation, gaming, simulations, and virtual reality applications.",1
"Software engineering principles guide the systematic development, testing, and maintenance of reliable, scalable, and secure software systems.",1
"Physics studies matter, energy, and the fundamental forces of nature, providing theoretical and experimental frameworks to explain phenomena from subatomic to cosmic scales.",1
"Quantum mechanics describes the behavior of particles at atomic and subatomic levels, challenging classical notions of determinism and locality.",1
"Relativity theory revolutionizes the understanding of space, time, and gravitation, predicting phenomena such as time dilation and black holes.",1
"Electromagnetism unifies electric and magnetic phenomena, forming the foundation for technologies ranging from power generation to communication systems.",1
"Thermodynamics investigates energy transformations, entropy, and the principles governing heat engines, chemical reactions, and statistical systems.",1
